# key_policy=split_keyset rounds=4 n_pairs=10000 seed=42
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
17162,12250,63540,34014,47934,43780,27856,31978,1
55959,51366,23813,13169,34706,64471,4657,28276,0
50943,32007,31625,63579,48502,34140,48120,33746,1
39054,12898,14245,51139,44843,62881,43756,61542,0
924,31277,57478,55677,58138,41808,31153,14843,1
56696,39984,55838,42554,1894,14858,16712,31780,0
44234,52507,33884,60503,10390,8524,25041,26635,1
63870,10075,9482,39805,56436,48166,56869,48759,0
4712,33849,35682,5417,39178,37136,38481,40523,1
62064,46251,62971,22858,1931,60897,18139,44209,0
20978,24806,54520,62918,34058,38176,12564,8510,1
27799,26989,25895,58388,2480,36217,1530,33075,0
8039,11836,41065,33032,48910,44852,12635,8545,1
39317,4874,59940,13494,29617,10172,35487,56978,0
28570,17184,60064,56864,34106,40192,11450,13440,1
59705,16951,29805,44676,40276,60595,43790,56041,0
53632,45168,40381,35751,19517,15319,25072,5658,1
24658,26183,46026,28883,54168,5780,1557,49945,0
28246,1476,63828,29420,38658,30504,27538,35768,1
53626,26426,2284,30040,55702,4706,46656,32180,0
55578,59556,43556,37776,29502,31540,12734,14772,1
31413,29739,48260,59435,50737,39936,3742,21679,0
38179,56717,12341,49233,42262,7644,18606,61540,1
18347,53201,26888,1584,11939,51681,34938,28472,0
41248,17260,41222,33603,38,49199,57932,8773,1
32338,520,62923,10631,35737,11151,31834,56396,0
9531,6254,43581,34642,36614,40764,15701,11631,1
3106,23161,14141,45489,15135,60360,22107,34444,0
11061,64488,43687,64273,33170,249,53469,20918,1
13774,53379,16977,51221,30623,6294,58701,35396,0
52648,51244,19134,30464,34582,48940,1412,15806,1
4094,57288,2087,36783,2009,20583,53302,34696,0
61422,38061,31468,10629,38146,48424,31555,21353,1
38193,51001,17714,566,53251,50447,21000,18180,0
47537,27352,11587,61040,38130,33960,54121,49971,1
16391,4370,41055,24860,57432,28686,20757,49475,0
16219,15880,41033,55600,40722,59192,339,31097,1
14352,10227,17859,3484,32211,10863,8163,18527,0
52859,65501,19833,29941,33538,35624,12710,14732,1
29486,50368,55795,30407,43741,45575,47086,44852,0
55390,53366,21864,19818,36150,40220,2088,6146,1
50759,54185,7050,14701,56781,60100,5614,8935,0
60156,56173,8182,65100,62730,9505,12689,57786,1
14561,33520,8516,39962,6565,7914,47633,48478,0
33430,33449,10144,6101,42294,38268,63,12405,1
38796,15723,5853,44197,33105,37326,43751,47736,0
57974,63225,27508,18385,35074,45352,5263,11429,1
41105,27068,9092,34987,33557,57623,51501,43823,0
51920,62311,17882,27735,36618,40752,14775,10637,1
60683,21561,13110,16865,56893,5592,47410,29399,0
22871,15052,52801,56624,38678,59388,25499,4977,1
8468,62928,14448,7824,6500,60224,54468,9952,0
43997,57723,42783,50482,3266,9289,19110,25133,1
5691,23781,28771,22107,26200,2750,19166,9784,0
10883,41618,44417,11706,34562,36648,34833,32827,1
22332,10807,50187,20667,37687,31372,32011,38064,0
33074,23018,12876,62094,45950,43876,55512,49346,1
48553,5390,19623,28186,61710,31508,43175,8893,0
16092,54300,48082,18744,34062,40228,60096,62186,1
11908,23424,61349,5983,49441,19679,29956,63738,0
10666,26344,38064,52184,48410,44336,20290,24424,1
26522,684,2017,45634,24699,45294,25910,46499,0
60591,19167,43453,32519,17682,13784,42608,54970,1
31561,24694,56409,60452,42768,35922,6975,12413,0
8520,39035,42574,3927,34566,38700,47411,43289,1
13102,21968,52103,6500,63657,19636,26366,53987,0
45319,20918,10769,62106,39702,41772,57521,55435,1
4595,20250,26690,9224,31153,27410,24297,19530,0
56068,41797,23454,58325,32922,16528,30785,47179,1
39076,17509,60295,14045,29475,29368,56513,56666,0
29351,37643,56205,29211,43306,57616,57772,43414,1
44774,7848,16418,15648,61124,9096,45134,32002,0
29474,42549,63544,15637,35610,39712,54551,50477,1
41243,41605,18536,18943,59763,60282,926,407,0
48157,18519,14615,58695,34058,44304,62538,56400,1
10586,42578,17410,24845,27992,51039,36616,9487,0
16998,22776,44300,38873,61290,53025,6814,15061,1
53370,4725,25538,53738,46008,50079,49679,45608,0
43244,4510,64002,21290,21230,17076,47474,43304,1
41593,53575,34910,58626,10791,13381,29502,27996,0
40497,36517,45027,32413,12754,61496,4244,53630,1
64514,48443,19429,45988,47079,3743,16697,63553,0
22258,32908,41368,47069,63338,14161,54910,5701,1
458,23106,47055,55554,46597,33600,23432,28365,0
39555,12993,36761,14081,5402,1472,43074,47256,1
12326,42308,42210,53744,38084,29876,38242,29970,0
5003,4208,45745,43280,41274,47456,1019,7073,1
28839,39015,28039,54071,7456,19280,59584,48816,0
7091,42579,38065,14699,36610,40760,48608,44506,1
12421,57137,28600,36139,24381,21018,61364,58003,0
10759,65374,43041,38241,33318,27199,54617,15680,1
46257,58717,33542,3556,14263,59577,20972,36578,0
57375,7528,16761,7188,41318,380,64887,23917,1
58373,30504,51109,22522,9120,8402,37677,36959,0
20245,52441,52243,24517,33542,37660,33740,37846,1
4574,28103,1075,64558,5613,37353,31769,63517,0
44540,32690,50326,38530,26986,59696,53838,21012,1
33749,37980,30807,41803,64386,14103,6025,56092,0
61024,60544,28026,18336,33562,43808,736,10970,1
63874,12558,22531,4067,41345,16109,51340,22496,0
28070,18003,61096,62839,33550,45860,11253,7135,1
15244,29264,15137,48921,173,52553,18908,33848,0
13903,25361,29489,13877,17790,21796,21854,17668,1
4455,65367,38364,17458,33979,47973,60976,53742,0
21291,36551,54313,14815,34562,46872,56812,60918,1
20988,53627,28432,29430,16108,41869,32903,7654,0
16819,60973,52909,2329,36638,59188,44958,51124,1
55512,64016,21289,37433,35825,26665,8904,49424,0
61996,62150,26898,29138,39742,33556,234,6336,1
14704,41735,42596,18154,40724,58861,39543,57486,0
32671,852,60565,32868,37642,33584,31947,27889,1
11704,1546,41722,10902,36674,11420,11186,34924,0
55040,18722,22018,61450,33026,47400,40482,42504,1
29791,40147,50928,65284,45743,25559,59532,14836,0
3974,65455,35452,27247,34298,38336,61481,57363,1
23376,51218,10034,12579,31842,63793,37698,5649,0
37958,59230,1737,57759,37519,1729,29464,59222,1
23234,234,10416,60399,29298,60165,23080,50015,0
4222,31378,32112,10182,27918,23892,27372,23222,1
34900,5214,49311,65200,18635,60142,39946,15919,0
52651,65356,18065,31820,35642,33536,13031,15069,1
2119,43683,62887,48174,64992,5773,41700,18825,0
64037,6742,3891,65402,62742,58668,57459,61513,1
10651,46378,64031,21715,54148,57849,40113,44748,0
45727,27860,246,51463,45673,42451,56907,51697,1
34262,38151,21967,3983,53273,39560,4305,23104,0
62222,18626,17416,36814,46854,50956,48076,52166,1
16845,16200,20599,7426,4538,8778,32389,19829,0
54511,13030,22509,41470,33538,37656,58889,62995,1
2024,35557,30262,45206,29150,14963,36109,50848,0
52221,10003,10864,64836,57741,55895,60654,55092,1
42331,59795,20992,36762,63323,26121,19656,56730,0
4274,35576,33672,6600,37690,37680,39498,39488,1
9766,15156,46608,23668,36918,26432,7442,60004,0
14323,6200,47749,34164,36214,40268,12235,16369,1
27282,282,39816,37980,61722,38214,27528,4052,0
53820,55360,51466,41916,6966,31740,2684,27318,1
10895,16481,19061,43894,24826,60183,27374,57603,0
18806,4841,62268,47160,47690,43729,23455,19204,1
55510,63000,26659,63838,45301,3910,11982,37245,0
11555,55771,41989,4263,35110,51580,62712,46242,1
38333,49576,55144,31791,17109,48519,21525,43847,0
43123,9463,11109,47051,33558,37692,35972,40110,1
54589,40075,19382,44878,40587,13253,18870,58616,0
31958,45892,51668,5724,46338,42264,53138,57224,1
59343,9127,15166,9735,56561,1440,50280,7481,0
41512,55896,22226,16024,62714,58560,30832,26698,1
14502,40851,29302,63531,19152,26552,42805,35421,0
31685,42568,64431,17917,32874,58293,56717,48722,1
36697,39858,34067,8445,2634,47951,5355,42478,0
36702,19095,5284,49479,39930,35792,50633,54755,1
54917,56001,21418,14983,34095,57414,3140,26925,0
25742,9272,61324,46864,35586,37672,16566,22684,1
4788,19389,26426,13538,30094,32607,22793,21464,0
6118,4705,36080,41309,39702,45884,1415,11693,1
30240,50867,13963,42668,16555,24607,45203,36903,0
62233,25037,29715,63229,34570,38704,37588,33518,1
28860,39809,1310,40617,30114,1320,60221,39863,0
987,22168,43741,51092,43270,37132,21827,27977,1
52628,52486,44641,5755,25589,56189,146,47130,0
4923,54116,33313,27204,37146,47392,49247,59493,1
16270,55908,16906,28189,32132,46201,58858,11287,0
13665,53531,45695,30255,34590,42804,58490,50256,1
18123,57308,42447,4880,58116,52428,39191,46815,0
51317,12743,47991,10975,29442,6936,63922,37288,1
13625,63306,30379,26723,17298,40745,49779,7880,0
6772,17786,37238,54866,35586,37672,24334,18212,1
9025,18639,34156,52390,42541,33897,27534,18890,0
11242,27333,53625,55212,64147,48489,16687,1749,1
8669,48585,18546,49941,27055,32476,39956,35687,0
53929,4051,23471,52943,35078,49436,56698,38240,1
14851,6800,21938,10857,28593,12537,8339,32731,0
6523,41454,25205,49866,31502,25380,47253,41151,1
14772,53253,27249,60424,21445,15373,59825,34425,0
19044,52755,54634,16695,40718,36644,33911,37981,1
21082,56720,38203,18336,51041,39472,36810,53915,0
33649,21303,1647,50691,34078,38196,53318,49260,1
38765,44058,24801,9898,63372,35504,15223,17995,0
9291,3211,41297,39355,34074,38192,10432,14570,1
64290,31485,61519,21760,2925,12285,33247,42319,0
885,65372,36979,31808,37638,33564,64553,60467,1
48101,11003,23613,30563,59352,23960,37150,11102,0
50175,38785,56270,13465,6193,41752,21630,61271,1
45817,37325,8911,16548,36918,53609,9012,25195,0
37897,41663,6407,16283,36110,40228,14006,9884,1
32130,36450,46714,20341,52216,49431,62432,63759,0
51722,22226,19712,49650,34570,38688,40152,36082,1
36097,466,7351,48169,37302,48635,36051,41118,0
1142,1324,36724,38404,35586,37672,346,6512,1
336,14731,1363,43070,1027,37301,14555,44397,0
48526,42677,58596,26517,22890,49440,6971,33649,1
39998,9772,15744,2045,41406,8657,47634,14973,0
40620,40855,8786,13107,48382,44196,315,4449,1
20777,45973,17387,27283,4802,55558,58044,10616,0
54007,61972,12390,16223,58001,52555,8419,3897,1
42978,36984,31746,32960,56288,4280,14234,64706,0
43936,10805,15526,44297,38662,34620,33173,37295,1
43526,36927,21322,53668,63820,16795,14905,33518,0
33965,50376,423,20968,34058,38176,16485,20559,1
33627,9622,50097,20998,16618,30608,42701,37303,0
11843,35231,52905,43388,57578,8419,42972,26581,1
54528,23896,47465,29590,27753,11982,34904,51967,0
62651,52181,19369,27885,48914,42808,16238,10052,1
4114,4108,35334,855,39444,4955,30,35153,0
5724,30988,29006,1604,26386,32584,28496,30474,1
25864,28795,8282,55520,17746,43163,5491,63674,0
23719,28545,60093,16850,46618,11859,13094,43887,1
17027,126,41920,62560,57667,62494,17149,22432,0
22123,49861,54641,29173,33562,45872,38062,42116,1
55532,63887,3120,35359,54492,29584,8547,34351,0
34441,45629,3483,10613,35602,39752,13492,9454,1
62557,31356,52366,24481,14547,9693,36385,37679,0
16026,7679,36260,40651,45886,33588,9061,4975,1
46125,17649,36037,32014,14568,14847,61660,61899,0
33390,321,32576,50213,64814,50532,33583,47973,1
59217,42540,51337,43516,12248,4048,16765,24949,0
52530,5316,20012,34800,33566,37684,55798,51676,1
23258,23952,14651,32402,25569,8962,1866,18345,0
11279,23329,45345,60981,40238,46356,30510,24340,1
53563,23728,32170,13292,44177,28508,36235,20038,0
43040,52702,12070,21234,34566,40748,26110,32212,1
22234,33064,50914,21081,36920,54129,55282,38075,0
56959,25933,3957,46477,53514,53440,47922,47864,1
20434,47239,15292,30540,29806,53195,63317,19696,0
63290,50675,2096,10963,65290,61216,13001,8931,1
52211,3659,12138,40314,58521,37681,50616,45584,0
32935,4804,8097,40424,40710,36652,37475,33353,1
39806,64854,26112,43304,64894,21630,26152,53032,0
11492,58392,45558,28960,40210,38200,51452,49366,1
7487,16898,54057,16908,52758,14,24381,37157,0
39340,5553,11990,45585,46970,42912,35869,40135,1
58277,63834,41128,27955,17165,37993,6911,52635,0
48122,32134,46024,46509,2098,51243,50812,1637,1
6403,15943,34197,31076,40086,18211,10052,64753,0
2446,59735,35036,26671,33106,33144,57561,57587,1
9172,11156,64604,31818,57224,22494,2112,32790,0
4664,17298,39226,53418,35586,37688,20906,18832,1
51265,16048,23598,32952,37999,48648,63217,56470,0
7134,47510,42204,7870,48898,42792,41544,47714,1
51886,48099,62745,21615,16311,61324,29005,41334,0
9513,5118,38959,38594,48390,34108,14039,3821,1
11570,18875,38395,41513,47305,60306,25737,14290,0
21680,38238,9654,50242,28934,20764,49646,57844,1
50088,22038,26749,53356,43989,34426,38334,47121,0
5301,2775,35259,34803,40206,36132,7778,3656,1
26461,24350,11764,16930,19113,7484,14403,28630,0
36658,21485,10284,58601,42782,46852,56543,52421,1
41074,27047,30357,41010,55015,51605,51669,54951,0
14887,43650,18385,34639,32246,11725,37029,49310,1
38809,10284,21240,57607,50529,51499,49077,46079,0
31061,44365,64595,4209,34054,48444,54296,60450,1
327,425,46264,19755,46591,19586,238,63891,0
2523,42458,32485,49886,30526,26372,44033,48187,1
25398,47222,59173,50979,33811,32597,56128,8198,0
41877,53512,8419,19028,33654,39772,29341,27319,1
25298,35502,59508,60849,35494,26399,59516,1477,0
11774,9440,45300,43504,40202,36112,2334,6404,1
